Description,Test,Project_name,File,Label
"Uri
should generate a bewit then successfully authenticate it
","

        var req = {
            method: 'GET',
            url: '/resource/4?a=1&b=2',
            host: 'example.com',
            port: 80
        };

        credentialsFunc('123456', function (err, credentials1) {

            var bewit = Hawk.uri.getBewit('http://example.com/resource/4?a=1&b=2', { credentials: credentials1, ttlSec: 60 * 60 * 24 * 365 * 100, ext: 'some-app-data' });
            req.url += '&bewit=' + bewit;

            Hawk.uri.authenticate(req, credentialsFunc, {}, function (err, credentials2, attributes) {

                expect(err).to.not.exist();
                expect(credentials2.user).to.equal('steve');
                expect(attributes.ext).to.equal('some-app-data');
                done();
            });
        });
    
",kaxcode/modash-testing,https://github.com/kaxcode/modash-testing/blob/master/node_modules/fsevents/node_modules/hawk/test/uri.js,1
"integer
passes on positive numbers
","
    assertPasses((0, _.integer)(), /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: 1
    }), 'a');
    assertPasses((0, _.integer)(), /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: 42
    }), 'a');
  
",Sunnypahuja/jest-enzyme,https://github.com/Sunnypahuja/jest-enzyme/blob/master/node_modules/airbnb-prop-types/build-test/integer.js,1
"$unshift
only unshifts unto an array
","
      expect(update.bind(null, 1, {$unshift: 7})).toThrow(
        'update(): expected target of $unshift to be an array; got 1.'
      );
    
",xrgonzalezx/TodoJestTestDaily,https://github.com/xrgonzalezx/TodoJestTestDaily/blob/master/node_modules/immutability-helper/test.js,1
"Player: madeAttack() (Player makes attack to grid) 
Player 1 makes attacks successfully to grid #2
","
    const newPlayer1 = Player(0, 'human', 'default', 'blue');
    const newGameboard2 = Gameboard(0, 8);
    newPlayer1.makeAttack(newGameboard2, [4, 3]);
    newPlayer1.makeAttack(newGameboard2, [4, 4]);
    newPlayer1.makeAttack(newGameboard2, [4, 5]);
    newPlayer1.makeAttack(newGameboard2, [4, 6]);
    const attacks = [
      [4, 3],
      [4, 4],
      [4, 5],
      [4, 6],
    ];
    expect(newGameboard2.grid[4][3]).toBe('X');
    expect(newGameboard2.grid[4][4]).toBe('X');
    expect(newGameboard2.grid[4][5]).toBe('X');
    expect(newGameboard2.grid[4][6]).toBe('X');
    expect(newPlayer1.attacksMade).toEqual(attacks);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/player.test.js,1
"when username is a valid string, but no username is passed
sends Authorization header
","
      needle.get('localhost:' + port, opts, function(err, resp) {
        var sent_headers = resp.body.headers;
        Object.keys(sent_headers).should.containEql('authorization');
        done();
      })
    
",YannickLeRoux/tdd-katas-typescript,https://github.com/YannickLeRoux/tdd-katas-typescript/blob/master/arrays/rotate-left/node_modules/fsevents/node_modules/needle/test/basic_auth_spec.js,1
"with stream option enabled
removes multiple state when encountering a reset
","
            const text = ['\x1b[1mthis \x1b[9mis bold\x1b[0m, but this isn\'t', ' nor is this'];
            const result = '<b>this <strike>is bold</strike></b>, but this isn\'t nor is this';

            return test(text, result, done, {stream: true});
        
",SidiOuld/Testing-With-Jest,https://github.com/SidiOuld/Testing-With-Jest/blob/master/node_modules/ansi-to-html/test/ansi_to_html.js,1
"CSSStyleDeclaration
setting improper css to csstext should not throw
","
    var style = new CSSStyleDeclaration();
    style.cssText = 'color: ';
    expect(style.cssText).toEqual('');
    style.color = 'black';
    style.cssText = 'float: ';
    expect(style.cssText).toEqual('');
  
",ramyaAK06/Frisby-jest-apiTest,https://github.com/ramyaAK06/Frisby-jest-apiTest/blob/master/node_modules/cssstyle/lib/CSSStyleDeclaration.test.js,1
"(EnzymeSelector)
passes negated when the actual does not match the expected
","
      expect(wrapper.find('#root')).to.not.match('MyComponent')
      expect(wrapper.find('#root')).to.not.match(MyComponent)
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/match.test.js,1
"nonNegativeInteger
passes on positive numbers
","
    assertPasses(_.nonNegativeInteger, /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: 1
    }), 'a');
    assertPasses(_.nonNegativeInteger, /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: 42
    }), 'a');
  
",Sunnypahuja/jest-enzyme,https://github.com/Sunnypahuja/jest-enzyme/blob/master/node_modules/airbnb-prop-types/build-test/nonNegativeInteger.js,1
"subnet() method with mask length 32
should compute ipv4 network's last address
","
      assert.equal(ipv4Subnet.lastAddress, '192.168.1.134');
    
",szymonlankauf/Vue-jest,https://github.com/szymonlankauf/Vue-jest/blob/master/node_modules/ip/test/api-test.js,1
"(node)
passes negated when the actual does not match the expected
","
      expect(wrapper).to.not.contain(<User index={4} />)
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/contain.test.js,1
"HAS_BOOLEAN_VALUE attrs
converts values to empty strings
","
        expect(wrapper.find('video')).to.have.attr('itemscope', '')
        expect(wrapper.find('video')).to.have.attr('allowfullscreen', '')
      
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/attr.test.js,1
"Uri
should fail on invalid host header
","

        var req = {
            method: 'GET',
            url: '/resource/4?bewit=MTIzNDU2XDQ1MDk5OTE3MTlcTUE2eWkwRWRwR0pEcWRwb0JkYVdvVDJrL0hDSzA1T0Y3MkhuZlVmVy96Zz1cc29tZS1hcHAtZGF0YQ',
            headers: {
                host: 'example.com:something'
            }
        };

        Hawk.uri.authenticate(req, credentialsFunc, {}, function (err, credentials, attributes) {

            expect(err).to.exist();
            expect(err.output.payload.message).to.equal('Invalid Host header');
            done();
        });
    
",jstone28/react-with-jest,https://github.com/jstone28/react-with-jest/blob/master/node_modules/hawk/test/uri.js,1
"span
appends the next row to the end of the prior row if it fits
","
      var ui = cliui({
        width: 40
      })

      ui.span(
        {text: 'i am a string that will be wrapped', width: 30}
      )

      ui.div(
        {text: ' [required] [default: 99]', align: 'right'}
      )

      var expected = [
       'i am a string that will be',
       'wrapped         [required] [default: 99]'
      ]

      ui.toString().split('\n').should.eql(expected)
    
",dineshselvantdm/twitter-web-app,https://github.com/dineshselvantdm/twitter-web-app/blob/master/node_modules/cliui/test/cliui.js,1
"#set
should set cookie
","
            // short
            biskviit.set('theme=plain', 'https://foo.com/');
            // long
            biskviit.set('SSID=Ap4P….GTEq; Domain=foo.com; Path=/test; Expires=Wed, 13 Jan 2021 22:23:01 GMT; Secure; HttpOnly', 'https://foo.com/');
            // subdomains
            biskviit.set('SSID=Ap4P….GTEq; Domain=.foo.com; Path=/; Expires=Wed, 13 Jan 2021 22:23:01 GMT; Secure; HttpOnly', 'https://www.foo.com/');
            // invalid cors
            biskviit.set('invalid_1=cors; domain=example.com', 'https://foo.com/');
            biskviit.set('invalid_2=cors; domain=www.foo.com', 'https://foo.com/');
            // invalid date
            biskviit.set('invalid_3=date; Expires=zzzz', 'https://foo.com/');

            // should not be added
            biskviit.set('expired_1=date; Expires=1999-01-01 01:01:01 GMT', 'https://foo.com/');

            expect(biskviit.cookies.map(function(cookie) {
                delete cookie.expires;
                return cookie;
            })).to.deep.equal([{
                name: 'theme',
                value: 'plain',
                domain: 'foo.com',
                path: '/'
            }, {
                name: 'ssid',
                value: 'Ap4P….GTEq',
                domain: 'foo.com',
                path: '/test',
                secure: true,
                httponly: true
            }, {
                name: 'ssid',
                value: 'Ap4P….GTEq',
                domain: 'www.foo.com',
                path: '/',
                secure: true,
                httponly: true
            }, {
                name: 'invalid_1',
                value: 'cors',
                domain: 'foo.com',
                path: '/'
            }, {
                name: 'invalid_2',
                value: 'cors',
                domain: 'foo.com',
                path: '/'
            }, {
                name: 'invalid_3',
                value: 'date',
                domain: 'foo.com',
                path: '/'
            }]);
        
",gabbotta/jest,https://github.com/gabbotta/jest/blob/master/node_modules/biskviit/test/biskviit-test.js,1
"onLinksUpdated function
should not pass when source and target diamond ports are both in ports
","
      jest.useFakeTimers();
      const { component } = setup(false, false);
      const { showWarning, updateLoading } = component.props();
      const instance = component.dive().instance();
      const sourcePort = new DiamondPortModel('top', true, '');
      const targetPort = new DiamondPortModel('left', true, '');
      instance.onLinksUpdated({
        link: { sourcePort, targetPort }
      });
      expect(showWarning).toHaveBeenCalledTimes(1);
      expect(updateLoading).toHaveBeenCalledWith(false);
      expect(setTimeout).not.toHaveBeenCalled();
    
",Sean2108/LATTE,https://github.com/Sean2108/LATTE/blob/master/test/components/BuildDiagram.spec.js,1
"host can be a dynamic function
can proxy with session value
","
    request(app)
      .get('/proxy/' + firstPort)
      .expect(204)
      .end(function(err) {
        if (err) {
          return done(err);
        }
        request(app)
            .get('/proxy/' + secondPort)
            .expect(200, done);
      });
  
",Puritanic/React-Advanced-Concepts,https://github.com/Puritanic/React-Advanced-Concepts/blob/master/server-side-rendering/server/node_modules/express-http-proxy/test/path.js,-
"initialThis
should be cloned as a new object
","
      const NewComponent = withThis(initialThis)(BaseComponent);
      mount(<NewComponent />);
      const props = BaseComponent.mock.calls[0][0];
      expect(props.self).not.toBe(initialThis);
    

      const props = BaseComponent.mock.calls[0][0];
      expect(props).toEqual({ self: initialThis });
    
",Stupidism/stupid-rc-starter,https://github.com/Stupidism/stupid-rc-starter/blob/master/src/hocs/__tests__/withThis.test.js,-
"redux properties
has access to `success` piece of state
","
      const success = true;
      const wrapper = setup({success});
      const successProp = wrapper.instance().props.success;
      expect(successProp).toBe(success);
    
",deepbsd/jestclass,https://github.com/deepbsd/jestclass/blob/master/jotto/src/App.test.js,1
"Logger
should log an Info Message
","
            var flow = [{id: ""n1"", type: ""function"", wires: [[""n2""]], func: ""node.log('test');""}];
            helper.load(functionNode, flow, function () {
                var n1 = helper.getNode(""n1"");
                n1.receive({payload: ""foo"", topic: ""bar""});
                try {
                    helper.log().called.should.be.true();
                    var logEvents = helper.log().args.filter(function (evt) {
                        return evt[0].type == ""function"";
                    });
                    logEvents.should.have.length(1);
                    var msg = logEvents[0][0];
                    msg.should.have.property('level', helper.log().INFO);
                    msg.should.have.property('id', 'n1');
                    msg.should.have.property('type', 'function');
                    msg.should.have.property('msg', 'test');
                    done();
                } catch (err) {
                    done(err);
                }
            });
        
",crudaz/mongodb-testing,https://github.com/crudaz/mongodb-testing/blob/master/node_modules/node-red-node-test-helper/examples/function_spec.js,1
"Hawk
generates a header then successfully parses and validates payload
","

        var req = {
            method: 'GET',
            url: '/resource/4?filter=a',
            host: 'example.com',
            port: 8080
        };

        credentialsFunc('123456', function (err, credentials1) {

            req.authorization = Hawk.client.header('http://example.com:8080/resource/4?filter=a', req.method, { credentials: credentials1, payload: 'hola!', ext: 'some-app-data' }).field;
            Hawk.server.authenticate(req, credentialsFunc, { payload: 'hola!' }, function (err, credentials2, artifacts) {

                expect(err).to.not.exist();
                expect(credentials2.user).to.equal('steve');
                expect(artifacts.ext).to.equal('some-app-data');
                done();
            });
        });
    
",golfapipol/jest-waterline-integration-test,https://github.com/golfapipol/jest-waterline-integration-test/blob/master/node_modules/fsevents/node_modules/hawk/test/index.js,1
"Plus Minus
should return [""0.0000000"", ""0.000000"", ""1.000000""] when arr is [0,0,0,0]
","
    expect(plusMinus([0, 0, 0, 0])).toEqual(['0.000000', '0.000000', '1.000000']);
  
",YannickLeRoux/tdd-katas-typescript,https://github.com/YannickLeRoux/tdd-katas-typescript/blob/master/plus-minus/src/plus-minus.test.js,1
"css-select-base-adapter
getAttributeValue
","
    assert( container )
  
",SidiOuld/Testing-With-Jest,https://github.com/SidiOuld/Testing-With-Jest/blob/master/node_modules/css-select-base-adapter/test/index.js,-
"Uri
should fail on invalid bewit structure
","

        var req = {
            method: 'GET',
            url: '/resource/4?bewit=abc',
            host: 'example.com',
            port: 8080
        };

        Hawk.uri.authenticate(req, credentialsFunc, {}, function (err, credentials, attributes) {

            expect(err).to.exist();
            expect(err.output.payload.message).to.equal('Invalid bewit structure');
            done();
        });
    
",swkane/redux-jest-todo,https://github.com/swkane/redux-jest-todo/blob/master/node_modules/fsevents/node_modules/hawk/test/uri.js,1
"Player: madeAttack() (Player makes attack to grid) 
Player 1 makes an attack successfully to grid #1
","
    const newPlayer1 = Player(0, 'human', 'default', 'blue');
    const newGameboard2 = Gameboard(0, 8);
    newPlayer1.makeAttack(newGameboard2, [0, 0]);
    expect(newGameboard2.grid[0][0]).toBe('X');
    expect(newPlayer1.attacksMade).toEqual([[0, 0]]);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/player.test.js,-
"([ key, key, key... ])
passes negated when the actual does not match the expected
","
      expect(wrapper.find(User).first()).to.not.have.props([ 'invalid' ])
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/props.test.js,-
"Testing Unit
Pi
","
	 assert.equal(a.eval(""Pi1,5,n""),""120"");
  
",swkane/redux-jest-todo,https://github.com/swkane/redux-jest-todo/blob/master/node_modules/math-expression-evaluator/test/index.js,-
"authenticate()
parses a valid authentication header (host override)
","

            var req = {
                method: 'GET',
                url: '/resource/4?filter=a',
                headers: {
                    host: 'example1.com:8080',
                    authorization: 'Hawk id=""1"", ts=""1353788437"", nonce=""k3j4h2"", mac=""zy79QQ5/EYFmQqutVnYb73gAc/U="", ext=""hello""'
                }
            };

            Hawk.server.authenticate(req, credentialsFunc, { host: 'example.com', localtimeOffsetMsec: 1353788437000 - Hawk.utils.now() }, function (err, credentials, artifacts) {

                expect(err).to.not.exist();
                expect(credentials.user).to.equal('steve');
                done();
            });
        
",tmtarpinian/jest_introduction,https://github.com/tmtarpinian/jest_introduction/blob/master/node_modules/hawk/test/server.js,1
"tarball.pipe(unpack(directory, callback))
unpacks the tarball into the directory
","
    read(__dirname + '/fixtures/packed.tar').pipe(tar.unpack(__dirname + '/output/unpacked', function (err) {
      if (err) return done(err)
      assert.equal(rfile('./output/unpacked/bar.txt'), rfile('./fixtures/to-pack/bar.txt'))
      assert.equal(rfile('./output/unpacked/foo.txt'), rfile('./fixtures/to-pack/foo.txt'))
      done()
    }))
  
",Sstobo/Jest-Testing,https://github.com/Sstobo/Jest-Testing/blob/master/node_modules/fsevents/node_modules/tar-pack/test/index.js,1
"escapeHtml()
encodes large unicode characters
","

        var encoded = Hoek.escapeHtml(String.fromCharCode(500) + String.fromCharCode(1000));
        expect(encoded).to.equal('&#500;&#1000;');
        done();
    
",sethcarrino/redux-jest-testing,https://github.com/sethcarrino/redux-jest-testing/blob/master/node_modules/fsevents/node_modules/hoek/test/escaper.js,1
"subnet() method with mask length 32
should compute ipv4 network's first address
","
      assert.equal(ipv4Subnet.firstAddress, '192.168.1.134');
    
",xrgonzalezx/TodoJestTestDaily,https://github.com/xrgonzalezx/TodoJestTestDaily/blob/master/node_modules/ip/test/api-test.js,1
"redux properties
has access to `success` state
","
    const success = true;
    const wrapper = setup({ success });
    const successProp = wrapper.instance().props.success;
    expect(successProp).toBe(success);
  
",alexsjcho/jotto-react-jest-enyzme-testing,https://github.com/alexsjcho/jotto-react-jest-enyzme-testing/blob/master/src/App.test.js,1
"authenticate()
errors on an invalid authentication header: wrong scheme
","

            var req = {
                method: 'GET',
                url: '/resource/4?filter=a',
                host: 'example.com',
                port: 8080,
                authorization: 'Basic asdasdasdasd'
            };

            Hawk.server.authenticate(req, credentialsFunc, { localtimeOffsetMsec: 1353788437000 - Hawk.utils.now() }, function (err, credentials, artifacts) {

                expect(err).to.exist();
                expect(err.output.payload.message).to.not.exist();
                done();
            });
        
",sharontheginger/LearnAcademy_jesttesting,https://github.com/sharontheginger/LearnAcademy_jesttesting/blob/master/node_modules/fsevents/node_modules/hawk/test/server.js,1
"glob-parent
should strip glob magic to return parent path
","
    assert.equal(gp('path/to/*.js'), 'path/to');
    assert.equal(gp('/root/path/to/*.js'), '/root/path/to');
    assert.equal(gp('/*.js'), '/');
    assert.equal(gp('*.js'), '.');
    assert.equal(gp('**/*.js'), '.');
    assert.equal(gp('path/{to,from}'), 'path');
    assert.equal(gp('path/!(to|from)'), 'path');
    assert.equal(gp('path/?(to|from)'), 'path');
    assert.equal(gp('path/+(to|from)'), 'path');
    assert.equal(gp('path/*(to|from)'), 'path');
    assert.equal(gp('path/@(to|from)'), 'path');
    assert.equal(gp('path/**/*'), 'path');
    assert.equal(gp('path/**/subdir/foo.*'), 'path');
  
",Osman190/simple-jest-test-example,https://github.com/Osman190/simple-jest-test-example/blob/master/node_modules/glob-parent/test.js,1
"getElementTop
should get the absolute position from the scrolling element
","
    const result = getElementTop(h1);
    expect(result).toBe(0);
  
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/utils/tests/getElementTop.test.js,1
"onLinksUpdated function
should not pass when source default and target diamond ports are both out ports
","
      jest.useFakeTimers();
      const { component } = setup(false, false);
      const { showWarning, updateLoading } = component.props();
      const instance = component.dive().instance();
      const sourcePort = new DefaultDataPortModel(false, '');
      const targetPort = new DiamondPortModel('top', false, '');
      instance.onLinksUpdated({
        link: { sourcePort, targetPort }
      });
      expect(showWarning).toHaveBeenCalledTimes(1);
      expect(updateLoading).toHaveBeenCalledWith(false);
      expect(setTimeout).not.toHaveBeenCalled();
    
",Sean2108/LATTE,https://github.com/Sean2108/LATTE/blob/master/test/components/BuildDiagram.spec.js,1
"(name)
passes when the actual matches the expected
","
      expect(wrapper).to.have.style('border')
      expect(wrapper.find('span')).to.have.style('color')
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/style.test.js,-
"
.find - bring together all query params into a jsdom query 
","
  Dom
    .find(""stuff"", { getByText: jest.fn() })
    .then(done)

",axehomeyg/jest-marmot,https://github.com/axehomeyg/jest-marmot/blob/master/__tests__/marmot/dom.test.js,-
"alignment
allows a column to be center aligned
","
      var ui = cliui({
        width: 60
      })

      ui.div(
        'i am a string',
        {text: 'i am a second string', align: 'center', padding: [0, 2, 0, 2]},
        'i am a third string that should be wrapped'
      )

      // it should right-align the second column.
      var expected = [
       'i am a string          i am a second       i am a third string',
       '                           string          that should be',
       '                                           wrapped'
      ]

      ui.toString().split('\n').should.eql(expected)
    
",tupizz/playground-integrated-tests,https://github.com/tupizz/playground-integrated-tests/blob/master/node_modules/cliui/test/cliui.js,1
"Player: madeAttack() (Player makes attack to grid) 
Player 1 makes an attack successfully to grid #2
","
    const newPlayer1 = Player(0, 'human', 'default', 'blue');
    const newGameboard2 = Gameboard(0, 8);
    newPlayer1.makeAttack(newGameboard2, [3, 6]);
    expect(newGameboard2.grid[3][6]).toBe('X');
    expect(newPlayer1.attacksMade).toEqual([[3, 6]]);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/player.test.js,1
"message()
errors on invalid port
","

            var credentials = {
                id: '123456',
                key: '2983d45yun89q',
                algorithm: 'sha1'
            };

            var auth = Hawk.client.message('example.com', '80', 'I am the boodyman', { credentials: credentials, timestamp: 1353809207, nonce: 'abc123' });
            expect(auth).to.not.exist();
            done();
        
",yashnerella/reactJs-basicsJest,https://github.com/yashnerella/reactJs-basicsJest/blob/master/node_modules/hawk/test/client.js,-
"Plus Minus
should return [""0.500000"",""0.333333"",""0.166667""] when arr is [-4, 3, -9, 0, 4, 1]
","
    expect(plusMinus([-4, 3, -9, 0, 4, 1])).toEqual(['0.500000','0.333333','0.166667']);
  
",YannickLeRoux/tdd-katas-typescript,https://github.com/YannickLeRoux/tdd-katas-typescript/blob/master/plus-minus/src/plus-minus.test.js,-
"ComputerAI: performAIAttack() (Perform the correct attack type choices)
AI will perform random, search and alignment attacks until ship has sunk
","
    const size = 8;
    const newGameboardPlayer = Gameboard(0, size);
    const newShip = Ship(0, 4, [], false, 'vertical');
    newGameboardPlayer.placeShip(newShip, [3, 3]);
    const computerAI = ComputerAI(0);
    let shipFound = false;
    const checkBoard = () => {
      for (let i = 0; i < size; i += 1) {
        for (let j = 0; j < size; j += 1) {
          if (newGameboardPlayer.grid[i][j] === 'H') {
            return true;
          }
        }
      }
      return false;
    };
    while (shipFound === false) {
      computerAI.performAIAttack(newGameboardPlayer);
      shipFound = checkBoard();
    }
    while (newGameboardPlayer.grid[3][3] !== 'S') {
      computerAI.performAIAttack(newGameboardPlayer);
    }
    expect(newGameboardPlayer.grid[3][3]).toBe('S');
    expect(newGameboardPlayer.allShipsSunk()).toEqual(true);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/computerAI.test.js,1
"_columnWidths
divides width over remaining columns if middle column has width specified
","
      var ui = cliui({
          width: 40
        }),
        widths = ui._columnWidths([{}, {width: 10}, {}])

      widths[0].should.equal(15)
      widths[1].should.equal(10)
      widths[2].should.equal(15)
    
",dineshselvantdm/twitter-web-app,https://github.com/dineshselvantdm/twitter-web-app/blob/master/node_modules/cliui/test/cliui.js,1
"subnet() method
should compute ipv4 network's first address
","
      assert.equal(ipv4Subnet.firstAddress, '192.168.1.129');
    
",lammypham/front-end-testing,https://github.com/lammypham/front-end-testing/blob/master/node_modules/ip/test/api-test.js,0
"when username AND password are non empty strings
Basic Auth only includes both user and password
","
      needle.get('localhost:' + port, opts, function(err, resp) {
        var sent_headers = resp.body.headers;
        var auth = get_auth(sent_headers['authorization']);
        auth[0].should.equal('foobar');
        auth[1].should.equal('jakub');
        auth.should.have.lengthOf(2);
        done();
      })
    
",ben-ghirardani/React-Webpack-Babel-Jest-Start-Point,https://github.com/ben-ghirardani/React-Webpack-Babel-Jest-Start-Point/blob/master/node_modules/fsevents/node_modules/needle/test/basic_auth_spec.js,-
"ComputerAI: getAlignmentAttack (Get the correct positions of the end points of ship parts discovered)
Attack is made south/bottom of the ship when ship starts on the boundary
","
    const size = 8;
    const newGameboardPlayer = Gameboard(0, size);
    const computerAI = ComputerAI(0);
    newGameboardPlayer.grid[0][3] = 'H';
    newGameboardPlayer.grid[1][3] = 'H';
    newGameboardPlayer.grid[2][3] = 'H';
    const alignmentObj = computerAI.getAlignment(newGameboardPlayer);
    const alignmentCoords = computerAI.getAlignmentAttack(
      newGameboardPlayer,
      alignmentObj[0],
      alignmentObj[1],
      alignmentObj[2],
    );
    expect(alignmentCoords).toStrictEqual([3, 3]);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/computerAI.test.js,-
"header()
errors on invalid uri
","

            var header = Hawk.client.header(4, 'POST');
            expect(header.field).to.equal('');
            expect(header.err).to.equal('Invalid argument type');
            done();
        
",xrgonzalezx/TodoJestTestDaily,https://github.com/xrgonzalezx/TodoJestTestDaily/blob/master/node_modules/hawk/test/client.js,0
"escape()
Should wrap values with spaces in double quotes
","
            assert.equal(escape('asd abc'), '""asd abc""');
        
",MaxKoldun/Task-10-Tetsing,https://github.com/MaxKoldun/Task-10-Tetsing/blob/master/node_modules/coa/test/shell-test.js,-
"error
renders as expected
","
    cy.visit(""/should-not-exist"", { failOnStatusCode: false });
    cy.injectAxe();

    // Ensure the appropriate status code
    cy.request({
      failOnStatusCode: false,
      timeout: 500,
      url: ""/should-not-exist"",
    }).then((response) => {
      expect(response.status).to.eq(404);
    });

    // Ensure expected links are all present
    links.forEach(({ href, name }) => {
      cy.findByRole(""link"", { name })
        .should(""have.attr"", ""href"", href)
        .and(""be.visible"");
    });

    cy.checkA11y();
    cy.percySnapshot(""error page renders as expected"");
  
",ismay/superwolff,https://github.com/ismay/superwolff/blob/master/.cypress/integration/error.test.js,-
"regular attrs
passes when attribute exists with a falsey (but not false/null/undefined) value
","
        expect(wrapper.find('audio')).to.have.attr('name')
      
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/attr.test.js,-
"when username is a valid string, and password is null
Basic Auth only includes both username and password
","
      needle.get('localhost:' + port, opts, function(err, resp) {
        var sent_headers = resp.body.headers;
        var auth = get_auth(sent_headers['authorization']);
        auth[0].should.equal('foobar');
        auth[1].should.equal('');
        done();
      })
    
",gtwright/with-jest,https://github.com/gtwright/with-jest/blob/master/node_modules/needle/test/basic_auth_spec.js,0
"the ""makeAppear"" property
should accept boolean ""true"" as value
","
      const renderedComponent = shallow(<SpeechBubble makeAppear />);
      expect(toJson(renderedComponent)).toMatchSnapshot();
    
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/components/SpeechBubble/tests/index.test.js,-
"getContent Saga
should call the contentLoadingError action if the response errors
","
    getContentGenerator = getContent();

    const selectDescriptor = getContentGenerator.next().value;
    expect(selectDescriptor).toMatchSnapshot();

    const callDescriptor = getContentGenerator.next(locale).value;
    expect(callDescriptor).toMatchSnapshot();
  

    const response = new Error('Some error');
    const putDescriptor = getContentGenerator.throw(response).value;
    expect(putDescriptor).toEqual(put(contentLoadingError(response)));
  
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/containers/AboutPage/tests/saga.test.js,-
"Gameboard: receiveAttack() (Check if attack is valid)
Ship with 4 length is sunk after 4 attacks received
","
    const newGameboard = Gameboard(0, 8);
    const newShip = Ship(0, 4, [], false, 'horizontal');
    newGameboard.placeShip(newShip, [1, 3]);
    newGameboard.receiveAttack([1, 3]);
    newGameboard.receiveAttack([1, 4]);
    newGameboard.receiveAttack([1, 5]);
    newGameboard.receiveAttack([1, 6]);
    expect(newShip.isSunk()).toBe(true);
    expect(newGameboard.grid[1][3]).toBe('S');
    expect(newGameboard.grid[1][4]).toBe('S');
    expect(newGameboard.grid[1][5]).toBe('S');
    expect(newGameboard.grid[1][6]).toBe('S');
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/gameboard.test.js,1
"Asincrono - Promise(resolve, reject)
Promise - Promise(resolve, reject)
","
    const url = 'https://my-json-server.typicode.com/typicode/demo/posts';
    axiosGet(url).then((datos) => {
      const data = {
        id: 1,
        title: 'Post 1',
      };
      expect(datos.length).toBeGreaterThanOrEqual(1);
      expect(datos[0].id).toBeGreaterThanOrEqual(1);
      expect(datos[0]).toEqual(data);
      done();
    });
  
",joseluisgs/testing-js-jest,https://github.com/joseluisgs/testing-js-jest/blob/master/tests/asincrono.spec.js,0
"app
works
","
    cy.visit('/')
      .findByText(/terms/i)
      .click()
      .findByText(/lorem ipsizzle/i)
  
",parmsang/gatsby-starter-ecommerce,https://github.com/parmsang/gatsby-starter-ecommerce/blob/master/cypress/e2e/smoke.js,0
"preserve tokens
should (e.g. shouldn't, but will) mangle tokens in the given string
","
    var html = pretty('<ul><li><%= name %></li></ul>');
    html.should.equal('<ul>\n  <li>\n    <%=n ame %>\n  </li>\n</ul>');
  
",j0s3b0/jest,https://github.com/j0s3b0/jest/blob/master/node_modules/preserve/test.js,-
"cidrSubnet() method
should compute an ipv4 network's first address
","
      assert.equal(ipv4Subnet.firstAddress, '192.168.1.129');
    
",szymonlankauf/Vue-jest,https://github.com/szymonlankauf/Vue-jest/blob/master/node_modules/ip/test/api-test.js,0
